userId,email,userCreatedAt,subscriptionsFound,historiesFound,definitiveHistoriesFound,pendingHistoriesFound,exclusionReason
5d0dc16f-5c9c-4497-a3ca-cc960aff612e,monica.garcia@hotmail.com,2026-06-01T19:46:00.000Z,1,1,0,1,only_pending_histories
18238f39-ab45-4de8-8a8f-8910b3d59fdd,monica.hernandez@gmail.com,2026-05-25T19:23:00.000Z,1,1,0,1,only_pending_histories
e0e32d5f-06ec-4c80-b26e-fc86a8923122,monica.martinez@outlook.com,2026-06-08T20:09:00.000Z,1,1,0,1,only_pending_histories
c6131f43-1e60-4eb2-9c2e-3e99d1f58930,monica.ramirez@icloud.com,2026-06-22T20:55:00.000Z,0,0,0,0,no_subscription
26ce5a89-e804-4ec5-b0d4-d8718b125fa3,monica.sanchez@yahoo.com,2026-06-15T20:32:00.000Z,1,1,0,1,only_pending_histories
fb49ea30-e56f-4818-b94e-962aae1d94c3,natalia.aguilar@gmail.com,2026-06-03T19:34:00.000Z,1,1,0,1,only_pending_histories
32a940c4-8e9b-4d25-897a-29b214550b9f,natalia.campos@hotmail.com,2026-06-10T19:57:00.000Z,1,1,0,1,only_pending_histories
57f17ab1-b967-46f8-81d2-347f1479cd10,natalia.navarro@icloud.com,2026-05-27T19:11:00.000Z,1,1,0,1,only_pending_histories
c1d215de-64b9-4080-99f8-935445ff863e,paola.castillo@gmail.com,2026-06-24T18:33:00.000Z,0,0,0,0,no_subscription
a528f1e8-a33b-4a60-b862-6128dbfa073d,paola.flores@outlook.com,2026-06-03T17:24:00.000Z,1,1,0,1,only_pending_histories
d411adeb-6049-4a55-beb9-1c0f9d603844,paola.morales@icloud.com,2026-06-17T18:10:00.000Z,1,1,0,1,only_pending_histories
7ad7e357-1ad6-4826-8cfa-f1321e49f0a0,paola.torres@hotmail.com,2026-05-27T17:01:00.000Z,1,1,0,1,only_pending_histories
a072bd53-f838-4600-94c5-9eb20ef9f66a,paola.vargas@yahoo.com,2026-06-10T17:47:00.000Z,1,1,0,1,only_pending_histories
ea449a69-1432-44ab-87bf-fadc21573dcd,regina.garcia@gmail.com,2026-06-11T18:46:00.000Z,1,1,0,1,only_pending_histories
00821c4e-8e00-4362-93c9-93181d8d4898,regina.hernandez@icloud.com,2026-06-04T18:23:00.000Z,1,1,0,1,only_pending_histories
d1221f7f-e879-4833-a2fa-02c595dc3430,regina.lopez@yahoo.com,2026-05-28T18:00:00.000Z,1,1,0,1,only_pending_histories
34b5937a-2e4b-4212-8f67-b1d50d67bb01,regina.martinez@hotmail.com,2026-06-18T19:09:00.000Z,1,1,0,1,only_pending_histories
63545be2-b790-47b1-8cc5-114d77cc6d23,regina.sanchez@outlook.com,2026-06-25T19:32:00.000Z,0,0,0,0,no_subscription
ec0427c9-a055-46ec-94da-7aea3364dac7,ricardo.cruz@icloud.com,2026-06-19T17:58:00.000Z,1,1,0,1,only_pending_histories
d5d305ff-c98b-43e1-9a3a-dbf61a729e49,ricardo.martinez@hotmail.com,2026-05-29T16:49:00.000Z,1,1,0,1,only_pending_histories
000920f4-0ff8-4120-a3d8-651694609875,ricardo.ramirez@yahoo.com,2026-06-12T17:35:00.000Z,1,1,0,1,only_pending_histories
6e613636-147d-4c8c-b213-36d8b9779ade,ricardo.sanchez@outlook.com,2026-06-05T17:12:00.000Z,1,1,0,1,only_pending_histories
37f1fe04-3780-4c25-aa94-1bfda5c8ad6f,ricardo.torres@gmail.com,2026-06-26T18:21:00.000Z,0,0,0,0,no_subscription
d08b1fd8-3bcc-46c7-9192-4163a617f247,sebastian.jimenez@icloud.com,2026-05-29T18:59:00.000Z,1,1,0,1,only_pending_histories
206d82a3-0a8e-4a98-942b-3d78a009aec1,sebastian.mendoza@hotmail.com,2026-06-12T19:45:00.000Z,1,1,0,1,only_pending_histories
1f0a96b1-f64e-42ad-bf4d-8d4f52cc3ba0,sebastian.navarro@yahoo.com,2026-06-26T20:31:00.000Z,0,0,0,0,no_subscription
121e427e-f1dc-4bc4-82f7-f143aad617f0,sebastian.ortega@gmail.com,2026-06-05T19:22:00.000Z,1,1,0,1,only_pending_histories
b200025a-cbaf-4f81-b37e-0de6ea9a4fae,sebastian.rojas@outlook.com,2026-06-19T20:08:00.000Z,1,1,0,1,only_pending_histories
64a0b871-6910-4f75-b728-6d9a815b57e5,sofia.cruz@icloud.com,2026-05-30T15:38:00.000Z,1,1,0,1,only_pending_histories
49161145-b650-4eac-b37e-61ee01c61850,sofia.flores@hotmail.com,2026-06-13T16:24:00.000Z,1,1,0,1,only_pending_histories
c66940cf-37f3-4cbd-96de-ca93ca76c572,sofia.ramirez@yahoo.com,2026-05-23T15:15:00.000Z,1,1,0,1,only_pending_histories
cb80bafa-8964-4616-85f8-2ab34912e341,sofia.torres@gmail.com,2026-06-06T16:01:00.000Z,1,1,0,1,only_pending_histories
33f42d6f-d95c-4ce2-8ee8-57c1f2ffd399,sofia.vargas@outlook.com,2026-06-20T16:47:00.000Z,1,1,0,1,only_pending_histories
fba0f4b9-c0ad-43e2-926a-84d3df7e9176,valeria.aguilar@yahoo.com,2026-06-23T17:34:00.000Z,0,0,0,0,no_subscription
36e03ada-346c-4634-83dc-b2d296bcaaba,valeria.mendoza@gmail.com,2026-06-02T16:25:00.000Z,1,1,0,1,only_pending_histories
38d93448-75fa-4ef1-a126-734e048591c3,valeria.navarro@outlook.com,2026-06-16T17:11:00.000Z,1,1,0,1,only_pending_histories
b39589c9-732e-46fb-8866-dc5d2b1562a7,valeria.ortega@icloud.com,2026-05-26T16:02:00.000Z,1,1,0,1,only_pending_histories
e82d88c9-22ad-41f2-8c5f-9e3b91209957,valeria.rojas@hotmail.com,2026-06-09T16:48:00.000Z,1,1,0,1,only_pending_histories
